3H,\N,YWB,7253,YZG,5535,,0,DH8,""
3H,\N,YWK,161,YKL,80,,0,BET,""
3H,\N,YWK,161,YZV,202,,0,BET,""
3H,\N,YZG,5535,YIK,5504,,0,DH8,""
3H,\N,YZG,5535,YWB,7253,,0,DH8,""
3H,\N,YZV,202,YKL,80,,0,BET DH8,""
3H,\N,YZV,202,YWK,161,,0,BET,""
3J,5521,JIB,4119,DXB,2188,,0,737,""
3J,5521,JIB,4119,JED,2072,,0,737,""
3J,5521,JIB,4119,MGQ,5687,,0,737,""
3J,5521,MGQ,5687,NBO,4059,,0,737,""
3J,5521,NBO,4059,MGQ,5687,,0,737,""
3K,3021,BKK,3885,SIN,3316,,0,320,""
3K,3021,DRW,3999,SIN,3316,,0,320,""
3K,3021,HAK,4120,SIN,3316,,0,320,""
3K,3021,HGH,3386,SIN,3316,,0,320,""
3K,3021,HKG,3077,SIN,3316,,0,320,""
3K,3021,HKT,3179,SIN,3316,,0,320,""
3K,3021,KIX,3992,MNL,2397,,0,320,""
3K,3021,KIX,3992,TPE,2276,,0,320,""
3K,3021,KUL,3304,SIN,3316,,0,320,""
3K,3021,MNL,2397,KIX,3992,,0,320,""
3K,3021,MNL,2397,SIN,3316,,0,320,""
3K,3021,PEN,3308,SIN,3316,,0,320,""
3K,3021,PER,3351,SIN,3316,,0,320,""
3K,3021,PNH,3034,SIN,3316,,0,320,""
3K,3021,REP,3035,SIN,3316,,0,320,""
3K,3021,RGN,3239,SIN,3316,,0,320,""
3K,3021,SGN,3205,SIN,3316,,0,320,""
3K,3021,SIN,3316,BKK,3885,,0,320,""
3K,3021,SIN,3316,DRW,3999,,0,320,""
3K,3021,SIN,3316,HAK,4120,,0,320,""
3K,3021,SIN,3316,HGH,3386,,0,320,""
